account_rewards,date
-6219.832000001845,2016-03-14
-117913.97040000204,2016-03-15
628.645200001336,2016-03-16
-77262.47680000075,2016-03-17
121229.48479999798,2016-03-18
-100197.65359999638,2016-03-21
-36733.45320000098,2016-03-22
-139072.20919999847,2016-03-23
-59326.73720000112,2016-03-24
-110657.80600000103,2016-03-25
-174536.47439999835,2016-03-28
90101.99319999652,2016-03-29
-108043.18319999569,2016-03-30
-133944.41760000424,2016-03-31
-13615.965599997391,2016-04-01
55358.8156000008,2016-04-05
-254672.2967999998,2016-04-06
-205969.56399999929,2016-04-07
-92879.77120000494,2016-04-08
-78934.88359999418,2016-04-11
-46400.740000003134,2016-04-12
-74030.00879999915,2016-04-13
-80900.29160000067,2016-04-14
-233598.4644000026,2016-04-15
-91822.69079999755,2016-04-18
-244436.34760000202,2016-04-19
-127425.31199999867,2016-04-20
17147.664400003105,2016-04-21
-118640.17040000141,2016-04-22
-105673.01480000238,2016-04-25
-127086.25360000294,2016-04-26
-98196.40559999329,2016-04-27
-48444.27800000166,2016-04-28
123725.43279999998,2016-04-29
-194495.44959999787,2016-05-03
-72671.7004000055,2016-05-04
-340696.2699999954,2016-05-05
-281115.3452000041,2016-05-06
-54523.059600000524,2016-05-09
-33085.86879999635,2016-05-10
-93713.1079999982,2016-05-11
-191631.2200000008,2016-05-12
-56534.22440000237,2016-05-13
-165138.4580000006,2016-05-16
-224127.40400000222,2016-05-17
-94482.7615999965,2016-05-18
35492.713200005164,2016-05-19
-57121.30120000239,2016-05-20
-174849.0936000016,2016-05-23
-100325.93959999847,2016-05-24
-93884.50640000404,2016-05-25
-86615.52399999835,2016-05-26
-47532.01319999821,2016-05-27
206986.40039999876,2016-05-30
-103269.54840000291,2016-05-31
-40240.90639999553,2016-06-01
177194.63560000257,2016-06-02
-248208.13040000224,2016-06-03
-74357.3504,2016-06-06
-134013.5148000005,2016-06-07
-359801.50359999936,2016-06-08
-41368.38720000433,2016-06-13
21983.154399999832,2016-06-14
-163524.272800003,2016-06-15
-663.4159999997082,2016-06-16
-114596.09079999397,2016-06-17
-144360.1212000065,2016-06-20
5720.097200003867,2016-06-21
-126232.64359999621,2016-06-22
-198908.58320000095,2016-06-23
180626.1367999962,2016-06-24
-84501.80079999648,2016-06-27
-98332.27040000467,2016-06-28
-24917.58199999984,2016-06-29
-149281.14879999656,2016-06-30
208169.98439999594,2016-07-01
-5517.447999994191,2016-07-04
195418.1263999968,2016-07-05
-131676.6955999989,2016-07-06
-228364.19720000352,2016-07-07
3432.9636000055107,2016-07-08
155321.85439999634,2016-07-11
-248033.0132000002,2016-07-12
-74186.83000000031,2016-07-13
-142815.23399999595,2016-07-14
-167156.9596000014,2016-07-15
-262757.06760000106,2016-07-18
-128132.92199999864,2016-07-19
3845.6231999985916,2016-07-20
-273407.027999999,2016-07-21
-47498.22079999881,2016-07-22
107508.94360000051,2016-07-25
-259320.7320000088,2016-07-26
-43479.010799997304,2016-07-27
-236887.59919999455,2016-07-28
-219109.46920000002,2016-07-29
-91933.7683999982,2016-08-01
-80756.1792000018,2016-08-02
-116140.69239999971,2016-08-03
-116947.51359999897,2016-08-04
35897.56999999685,2016-08-05
3892.467999999253,2016-08-08
-178004.71919999938,2016-08-09
-89941.42120000257,2016-08-10
45309.7232000024,2016-08-11
71201.45600000254,2016-08-12
-335590.1640000056,2016-08-15
-126175.12799999594,2016-08-16
-162640.09559999834,2016-08-17
-114579.91840000253,2016-08-18
-131463.36880000276,2016-08-19
-117737.78039999427,2016-08-22
-109942.23080000457,2016-08-23
-218529.56119999904,2016-08-24
-116762.08680000134,2016-08-25
3642.9048000016965,2016-08-26
-48582.83680000169,2016-08-29
-50717.15120000051,2016-08-30
-201508.61479999867,2016-08-31
-145565.1735999992,2016-09-01
